transaction_amount,transaction_date,merchant_id,customer_id,transaction_type,location,card_type,card_number,is_fraud
613.31,2022-11-22 19:14:44,60b3fb46-ae10-40a9-88de-b5bc3505657a,2da7a8ca-0fd9-45c6-9ce0-931cfa646746,refund,West Anna,credit,4179156013541045,0
815.56,2023-04-23 03:12:05,13632a8f-4b9d-407d-aedc-9c7933c410d9,dc0b0e98-001a-4da5-b1f5-5d6c696b7479,transfer,East Omarside,debit,5679015933540356,0
344.57,2023-06-25 17:45:24,0dbfd2ea-8a40-47cb-9864-b2312dfd87f4,396434e4-0aed-4547-8e0e-e0818d0db8ac,transfer,North Markborough,debit,5217760161035219,0
83.44,2023-06-18 20:41:46,3a9a5785-912e-420b-8347-cde790096d8f,2b461bf6-1641-495a-a6c3-b0eb17df3e21,refund,Haynesland,credit,4060755460199281,0
327.48,2023-04-30 10:47:30,40eb071b-8230-4b39-92c4-c6ebd7d784ec,73225b35-c34c-49d0-a351-fca94000c659,purchase,Penningtonfort,debit,5671234336354704,0
125.93,2022-10-14 14:34:11,8c167de4-adca-4c7b-b3fd-ffc6e67b95f1,bc68e6cb-82be-46e8-8b47-b783011063e9,transfer,Darrenshire,debit,5712638366423048,1
423.12,2023-02-03 05:01:00,8f703c8d-8887-451a-887d-2cbde791cd76,f5cea647-ec1c-4cbd-832d-9bbd492c16c8,transfer,Wattschester,debit,5047332963756747,0
129.88,2023-08-04 18:00:09,574d3f6e-a581-4b61-9a6e-fba1c8c86f13,c13b791c-1eee-4306-b5c4-fd490f27fb13,refund,West Deborah,debit,5814925025867258,0
275.65,2023-03-26 11:32:44,84098ead-d17b-4677-af40-c4f991b395cd,fd85f33d-6ca8-40ab-8ba3-c8bd2521e6ef,refund,Bradshire,debit,5690067726841848,0
785.27,2023-05-17 03:58:50,dfa37f9e-85df-4dcc-aa28-63741a99020e,898b7bf3-7fdd-4a22-a6df-c18704cf03f9,refund,Ramirezfort,debit,5396722794451025,1
847.52,2023-01-12 07:23:59,264a76c4-8a2c-47da-b3d4-f879cd2d8216,abf13460-9990-4987-af65-414b600ddfb4,purchase,Port Bryan,credit,4581713025410950,1
473.34,2023-07-31 13:49:24,a814162e-c3cd-43c0-b551-bb6efc552b08,90cad068-7126-4fa8-af43-ca27a8f95d3a,refund,South Karenchester,debit,5971269277050323,0
561.76,2023-08-13 04:57:18,1ff35e44-b439-4cce-a4e1-7de0553b69fe,7948fb7e-a053-47b6-b912-55d95a9cad6a,refund,South Sandra,credit,4060621100818167,0
286.79,2023-03-06 15:21:21,ffc58aed-3ba6-4a1e-b727-cb9c28092896,893be16a-bf05-447e-aff6-45ffdf384446,purchase,Longtown,credit,4762390269699442,0
61.46,2023-07-02 16:31:19,7b9791dd-fd96-46c9-9d85-1381233561e4,552d73ca-4218-477e-bca7-68125a93e88a,refund,New Michael,credit,4342871017064246,1
767.16,2022-10-13 15:37:12,ad89eeea-03eb-430b-88f9-8b573b282808,faf6d131-01ef-4d5b-b859-d66ef4bd03a7,refund,Thomaschester,credit,4358774252728408,0
808.85,2023-07-31 08:49:41,24a0d52f-329d-41a1-8aad-071367e499b1,158624cc-9ec1-470e-bc3f-a44cc3ca8dab,refund,Susanfort,credit,4842290508094722,0
151.66,2023-07-07 00:11:26,07864915-ee1d-4b20-b0ac-f8bb9b641bfd,bd18dcf8-d14c-478d-879f-fbe3dda86094,transfer,West John,debit,5590941923618477,1
226.99,2023-02-10 12:03:55,04b4abc2-c82e-4a6e-acc6-a29c84ac9a65,2d24036a-872e-4a2f-b9b3-8a070b6c227d,transfer,East Shawnview,debit,5675409626491656,0
159.89,2023-03-25 10:05:01,483cdb84-57b2-4474-bc42-544187683f72,cd610938-e5ec-4d97-9d20-0e32e7135e4c,transfer,Maldonadoburgh,debit,5064449504198543,1
652.24,2023-07-15 05:22:53,59323752-0afc-4832-bef0-711c2d845be5,b305fcbb-26b8-4169-a9c8-a9eebce71b55,refund,East Isaiahton,credit,4148525519707292,0
731.23,2022-10-18 22:43:08,d3290813-ccd6-4d56-a47f-6b81f4a84092,271531a9-d12c-4d19-8e42-5ac8c86d5cdb,refund,South Meghanport,credit,4027254623214310,1
755.22,2023-04-09 16:37:35,1c119ebb-13a9-44c4-8fde-900ee4bb691c,6896be44-f78e-4f52-aaf1-c98b87ac436a,transfer,West Heather,debit,5340478721796522,0
508.86,2023-07-10 20:48:08,7ec31bf6-6ab3-46f2-bb5e-e98325cbfb62,d5e90aa2-b492-452c-981a-c6dd54321f02,transfer,Port Amandashire,credit,4064463597635659,1
728.35,2022-12-05 23:40:11,c72e16af-0d28-4c61-b3a6-c2881dc5c1f9,7a09a4fe-71f2-466b-95b4-47c41e3acb00,refund,Lake Markmouth,credit,4230582204832161,0
79.11,2023-08-20 09:37:39,7ea7065b-f0e2-4264-a854-3e31b3fa2c9c,691251e0-e442-4a5a-87e5-261ebd795714,purchase,Lake Josephside,debit,5707948056347831,1
720.56,2022-10-18 22:32:30,45dcd966-bdcc-4329-b259-39d6552e6b45,d9d779d9-e437-4ad5-9bde-975298a3987d,purchase,Lake William,credit,4979213479310431,0
784.14,2022-12-05 09:16:54,faf99aee-846a-4181-9bb4-d9eb94e8091a,aebe497b-97cc-4721-a37e-c16bc3b3c7cf,transfer,Port Maria,credit,4915865302386213,0
154.57,2022-11-18 05:51:27,2f6f408a-6b14-4f4f-95de-a11f4636efb5,944bd8d6-ecf9-4d72-ba02-9665779e2a0d,transfer,Jonathanstad,debit,5200680949464938,1
762.99,2022-12-15 05:17:41,bd00c951-c937-4970-907b-d36aa4b83778,97e2f4d5-1d31-4850-8632-b1bbdba50738,purchase,West Lisahaven,debit,5727176341368240,0
866.72,2023-05-15 11:56:48,34a209a8-ca14-4b6c-9c72-8ddac8e62764,0a62fe08-f9c8-4420-a80a-fa61609fe2f4,refund,South Keith,debit,5087073419660994,0
120.11,2023-08-08 02:21:31,4ee9d4c6-31df-47cb-8356-91a01e3aa686,a254f498-9223-4c61-80e3-375317c4d2cd,refund,Jonathanport,debit,5266311814403063,1
175.39,2022-10-30 16:34:33,80459640-abb6-4089-a439-8bbcf895a4b8,82b45b63-ba66-455f-a135-09ead455909a,purchase,Robertview,credit,4019900088614144,0
132.69,2022-10-31 01:07:10,0513e8c2-bf05-4635-bedb-d09a7b3d189a,5fd0b6cd-f054-4ba5-9d5b-22fcd35d5e04,refund,Port Edward,debit,5831563757323724,0
255.31,2023-02-16 01:29:02,23a593c6-051a-454f-826a-b4c4a2121472,f6f091d1-ab36-414e-b6c7-bd704c8eee7f,refund,Richtown,credit,4404118806587819,1
120.34,2023-06-22 19:27:36,6aa16bc8-de93-4cea-ab74-e7e1dc20f456,17a0ec9a-e5d0-495d-a776-de2cc05e2471,refund,Traciefort,debit,5808702617013183,1
811.43,2022-10-28 07:18:23,f4ec0151-976e-4106-be88-65d8ef87b2c8,40fcf1d4-b89c-4f34-bb7b-9dde58590596,refund,Hayesport,credit,4839306540144764,1
864.93,2022-12-23 04:22:12,0beda79e-9109-49d0-b664-3207e6acf0b4,9fcee7b3-a53d-4534-88fa-1e9216bec685,refund,South Marc,credit,4026716875954749,1
495.06,2023-06-10 16:50:23,bfe5af6d-21e1-44cd-84a5-9a3d1bc74ac3,a34dfdae-facb-4cc1-92f3-5ef9979d7b17,purchase,Amymouth,debit,5183559354995776,0
573.14,2023-01-11 01:14:25,86b9e758-ae44-4cc6-a97f-91900bb6e244,81019d41-c386-4caf-abde-cb722c368576,transfer,Curtisside,debit,5684624433881699,1
224.67,2023-06-05 23:11:35,e79b40f5-6b81-42de-9b71-3b59236e0aae,8aa604b4-e107-4fa7-8883-8af8ba7f9049,purchase,South Nicoleville,debit,5510383279674923,1
75.51,2022-12-13 19:46:32,a6a26840-98c9-4767-abbf-34c94d1d753c,922606c7-269a-4c17-abc8-533b717a2ef4,purchase,Flemingstad,credit,4084156207439996,1
506.69,2022-12-13 06:58:57,613d6a85-7b7a-4783-94a5-6026a843784f,32c514c4-ecf2-4029-8a09-45e857ea28bb,purchase,Jaredfort,debit,5166275908732386,0
629.12,2023-05-28 17:33:27,e365f77e-a617-418c-9eea-def8963edb7f,b3a0dc34-100f-49bf-b6df-bbe7ded4d9ad,refund,Port Steve,debit,5218302638154361,1
806.91,2023-03-29 01:49:01,ebf7f5ed-ca6d-48d8-b33d-723994cc5508,119024de-ab26-4d0d-95af-95427ace899c,refund,Robertmouth,debit,5259636908010754,0
551.73,2023-07-31 09:07:36,8f935795-b627-4893-8e49-168f0fddff33,3d14b388-cbf5-4519-a661-6894cf1943ca,purchase,West Bryanhaven,credit,4586612972319637,1
680.38,2023-08-18 11:28:26,3eaf699f-d86c-4619-b66c-bc0295b377c9,da8f2bc0-dc5e-4ff1-aa0f-437054c74ce4,transfer,Watsonland,debit,5518709378053510,1
364.44,2022-09-29 06:54:31,6aaf574a-714b-4c57-81e9-493ce12dfe25,1cb38837-72b4-49c3-bbb3-857e0c8e7787,refund,Port Christopher,credit,4816421063421625,1
972.06,2023-01-19 09:51:53,cc74b52f-6064-4d23-ba12-13a159da38ca,3b1bb3db-901d-4f11-aa86-9db3cb2a46d8,refund,Randolphton,debit,5509246291148981,0
659.02,2022-12-22 18:36:04,f387c235-99ad-4f99-9bfc-ccdbed90742d,eb648824-0315-466c-8218-979b92312c75,transfer,Bowenville,credit,4904536257316340,1
433.49,2022-12-08 18:54:52,dfef9683-88cc-4663-98dd-ffd7f80ad62d,ec25113c-85d6-4eaf-8ee1-b9da1b9e9d81,refund,West Wendy,debit,5114424671339069,1
731.83,2023-03-20 03:20:57,f1f9083f-edac-4c4a-8478-fdf372c6736e,57a58c97-2423-427d-a64f-36d35cbbe36b,refund,Port Joel,credit,4002052228409677,1
29.93,2022-11-02 21:03:56,8d8f1294-bbb9-4af6-9452-e905fcb88b7e,383147c7-225f-425e-b7c8-88b9967fd7d3,purchase,Michaelfort,debit,5135973901676510,1
580.79,2022-12-18 11:05:13,30153d1a-0296-4630-a5b7-104fd1a90212,f4acb960-9d93-441e-8653-aefecef6a242,purchase,Brandyton,debit,5860395071934252,1
539.72,2023-03-02 13:10:42,2c114015-99f0-4657-aebc-b0facbc3369c,7e16e93e-2d56-4865-9beb-189e2841240f,transfer,New Nicholas,credit,4899822826892165,1
997.79,2023-05-28 15:56:28,d83fa4d2-2d4f-4fa7-bb8f-7dd0b32862d0,dbf6f26a-7938-479c-b3a0-b2cab128a107,refund,Floresland,credit,4477850891115945,0
637.18,2022-09-27 14:12:04,1013f68e-a3a3-4759-9791-a4f98db29f92,0b909912-4571-451a-a2fb-35435a5ea39f,refund,Chanhaven,credit,4609943856541061,0
458.63,2023-04-14 17:20:35,525483bf-5233-4471-91a3-1ab7ecb3ee57,533ddb99-ec4a-4c27-bbe9-c4bbb8de350c,transfer,East Mark,credit,4508730218761502,0
264.14,2023-05-09 19:52:04,1dc81016-0920-4279-8515-9b97bee0cc27,cf246519-d744-48ac-ac64-dcae7fc8290b,purchase,Martinezfort,credit,4164772196244355,1
746.29,2023-04-28 16:44:00,fc160be3-d27d-4500-96ff-79222adb5127,42825be3-ac6a-44a5-b119-037b02a38fdd,purchase,West Austin,credit,4965536895188150,0
730.12,2022-12-02 08:28:05,dd1dbb7d-a6a1-47ae-96ae-5b87f0d65388,07d89c3a-91fd-4034-a363-9ab7fe4faf65,purchase,East Pamela,credit,4255799746199434,0
580.25,2023-02-28 12:10:51,4645f7ce-6625-432e-9f53-6f74412b59a2,0599945a-8bc2-4ce9-a46f-6502a6f71c28,purchase,Sanchezmouth,debit,5482378683099531,0
576.93,2023-09-21 07:37:45,eafe3b22-084d-4fe0-ac32-1608aacf5320,c6ea50df-0a93-405b-8573-94a46e2951cc,refund,North Kristinemouth,debit,5830721985079465,0
593.62,2023-06-09 15:33:51,76e13c11-671a-488e-b2fc-f3fad99ee619,ccec864b-8817-425f-8c3e-229bba7b917a,transfer,Port Kerri,credit,4971715964288512,0
835.22,2022-11-29 07:30:31,d3b151fd-febc-46bc-8e0b-43ef7b8e3a69,133e3b59-6988-4a7b-8167-4cd939d974d9,purchase,Brownton,debit,5065421176808808,1
977.16,2022-12-08 06:22:21,3d8e8472-7d06-4620-b9cb-3a0f316569be,dd630d58-034d-40cd-acb3-c6c12a4e7ee1,refund,Ashleystad,credit,4086650368670951,0
373.91,2022-10-01 19:50:21,d00347a0-1ddb-4e3f-a4a3-28e1219038b3,82ab0449-a436-4fcd-b75b-cf8bc0885820,purchase,Carlyburgh,debit,5773449826715159,1
317.49,2023-06-05 15:32:50,66704377-9d87-4b84-922e-8f4e42089648,eb86bc0a-ab9a-4264-af03-828c54db70e5,purchase,Lake Aaron,debit,5205629696649783,1
522.05,2023-08-08 23:13:20,fda951b7-2078-40a1-b342-dce9eb76e51f,1a35b9d9-cef6-493b-b77d-c5bc006802a7,transfer,Lake William,credit,4028877408046687,0
240.83,2023-05-12 18:50:48,fc6cffe4-4ef9-492d-9828-d49a10ac30d1,e7311d7b-81bf-4cb0-b59d-2c6f2806e4bd,refund,Lake Dakota,debit,5321309902237394,0
950.37,2023-02-04 12:33:07,8535ff2c-d56c-485e-9d3b-95a79f7bbc71,69246d3f-41da-4698-a876-c442765571c9,transfer,Darleneport,debit,5449799792399665,1
17.93,2022-09-24 07:12:57,7dab371c-acea-4ab5-914c-74057cba5a51,c3e3b482-397c-46cb-8d5d-67d2be43dccc,purchase,Mitchellbury,debit,5812370138329155,1
469.07,2023-08-27 15:25:30,e74e2884-894d-4362-a8bc-468b17cd55c6,d0309681-b7ef-4b5a-8ca8-ef1820d37ee3,purchase,Lake Sharon,debit,5912539648886969,1
881.81,2023-01-30 04:40:17,370b82ea-da55-458e-9811-b28de0fedc3f,3bcd3231-6c88-4e0c-ab1e-665486efc41d,transfer,East Jeremy,debit,5276532365067043,0
397.67,2023-01-13 08:22:33,12fa3d7e-6318-444c-b77c-7c46ca79bb64,29b7290f-aa46-4792-b01a-7eae993f7789,transfer,Garytown,credit,4551738095557104,0
29.96,2022-10-05 14:31:48,0c222afb-bcfc-435a-9278-16489c37c5b2,f58c224d-fb24-4e94-bfc6-f8dd9f55a8ea,transfer,North Derrickchester,debit,5800936104179450,1
630.04,2023-08-27 22:33:19,406d6f63-0876-49a0-9e2f-8c836c504b40,bb99a724-8e2b-4fe7-b6b6-7120f0f9da45,purchase,South Justin,debit,5948493320971738,1
210.56,2023-02-18 09:48:56,185551ef-c6a8-491b-9c48-61c152fe2fef,6c2c0af5-f91b-4dea-aade-1b1470e86d94,refund,South Nancy,credit,4390044494505510,1
124.68,2023-05-17 05:39:44,a93cd6b7-f305-42b7-b28b-f800366e7be7,9766ffed-638c-4199-b361-053ac4f99993,transfer,Davisberg,credit,4239976798494494,0
206.68,2022-10-31 22:45:16,a17498f4-f490-40a5-bae8-183f70aacae1,abb2810d-de4d-4dc2-baf0-216214c247a8,refund,West Micheal,debit,5298231112531856,0
571.92,2022-12-16 23:25:00,637ed63c-5f56-4c8f-acd1-ec5f79bf3baa,a9feb080-f660-4f7c-b13e-b2d0427e4325,purchase,North Justinview,credit,4864478901157400,0
892.51,2023-09-08 13:51:26,a52970f4-fc58-4068-9411-e77f945578e6,90de80f1-6da6-4c63-a561-670378c1ac4b,purchase,Andersonmouth,debit,5596774165123047,0
687.97,2022-11-29 16:18:02,831e1326-68ee-4faf-8e8f-f693a09dd50c,b70e4e73-266c-4450-a4af-5c452fe05225,transfer,Richardland,credit,4368258741425411,0
998.29,2023-01-27 05:21:18,9a5fb12f-97dc-44d7-b1a4-66186a7b983c,f11bce66-1fec-4ee8-b0be-4a7d1adf635b,transfer,Obrienberg,debit,5111897943573324,0
643.98,2023-05-18 17:34:22,4ee44cb1-a616-4c87-813b-1d9d20f58c25,7cfc0079-0324-4ae8-8284-965acfbe45f6,refund,New Nicholasborough,debit,5903508197306189,1
26.96,2022-10-28 20:27:50,93bfd1d4-4545-4a7a-b1c1-877891e4aef6,a4316198-f836-44bd-be83-e12a7505e066,purchase,Marcusport,credit,4921589582984263,1
750.69,2023-07-30 03:50:11,715a84c2-7767-453a-ac96-665de790072d,fd89e018-f47e-4dd0-b94c-370db6318b19,refund,Sandraland,debit,5953388985186091,1
305.35,2023-08-22 10:51:57,3b368e00-6a99-4c92-ba2a-1f91de690f36,7c171c01-7f73-4cad-a0f4-7fac0847946b,transfer,South Brittany,credit,4638198959629879,1
199.33,2022-12-01 03:07:59,3db87fd9-772b-4a14-ac93-de44704a7d71,ee8e64b2-02db-4ec2-9e25-29363aa8a0f5,transfer,South Kristichester,credit,4287636507007648,1
69.84,2023-03-08 04:53:53,024426d7-add5-4efb-bfd1-6b91c736c8bd,36e69521-26f4-4731-a46f-53f222a8744e,refund,Reginatown,credit,4649892127012446,1
346.55,2022-10-02 08:15:55,9aeea668-8c0d-4b34-9d9b-0edd79ccbdc8,98234849-0688-47cf-b8a7-5b202b7dbff6,purchase,Cookfurt,credit,4335479534952431,0
824.32,2023-02-04 17:58:15,1c7f5d5c-ff1d-4ff2-8c21-9774985a262d,80cf04dc-a694-4bc1-b214-c951a156ac4d,refund,East Kimberly,credit,4323209030153843,1
453.95,2022-10-23 15:06:23,e87642b0-69dd-49e3-98ce-940d40409af1,09064714-d7bf-4b47-91f8-126b02d7d136,transfer,Port Edwinland,credit,4050254152164200,1
54.24,2022-11-21 16:10:18,05253c74-6136-4b7c-afcd-9f2c23ecb39a,47e2cedc-8665-493b-8c58-83a7149f08f8,refund,Port Andrew,debit,5069363745410335,0
589.57,2023-01-15 04:53:06,61dd3bfd-a705-4006-8d52-68074f205ec4,648237e5-6fc2-41fe-9406-7bced2ce2603,purchase,East Jeremyville,credit,4880392627129725,0
917.24,2022-12-24 15:46:24,06161eb5-fd7b-4004-aa77-821c32d9d6a3,b3ba052f-947e-4a15-b52b-36f896ddffa2,purchase,Tinastad,credit,4184904718117167,0
287.08,2023-04-04 06:17:28,b47798ff-49dc-434a-9dd4-17a8de803563,f82744a8-50d8-444d-a2a9-3700950b2371,purchase,Lake Sarahview,credit,4296242810066893,0
452.1,2023-03-27 23:37:16,5a01ba5b-5542-4fe6-bf87-1ea24b2b3260,625cd16c-ab8a-401b-916c-fc628c99f985,refund,Hayesbury,credit,4263671247818880,0
691.15,2023-09-15 15:35:08,3f972223-7fda-4c39-bac7-f3e0db7e40e2,86b94262-e88c-485b-864c-f7907160e2bc,transfer,East Randytown,debit,5835708694213642,0
408.46,2022-10-13 11:58:24,05cbf22c-bdaf-4f86-8e54-d86b2f1a5304,2c5a4655-483c-422e-89ff-4c4f59cafd6e,refund,Ericksonmouth,credit,4710492032110672,0
943.21,2023-04-28 23:54:15,c8d5d41b-b6fa-4e6d-b6aa-c36834e6fc7e,d3a2aba9-e09f-4591-a1e0-6951e5f66d45,transfer,Kristinview,credit,4711579635298112,0
366.85,2023-08-01 12:49:50,7d719915-ff13-446c-a734-26533a929247,4f0e9a0b-732c-4289-be08-fa473f5c584c,purchase,Wongport,debit,5085719024463841,1
434.7,2023-01-15 08:02:04,97c9bd18-ca31-4ad3-8bce-8ade29762d77,87bc6597-e77e-4d4d-801e-4d7e62fb2ac6,refund,Williamland,credit,4713205899598738,0
281.38,2022-11-19 11:50:40,f3d93678-80ad-47d3-b9dc-e93f4ef52a0b,d3f94b44-9652-44d8-8c05-4978842639ac,transfer,Jonesland,debit,5381751003750708,0
560.11,2023-01-03 10:19:07,2e21b7f4-b165-4c83-881b-758abfc18b72,b2f600fb-3c8d-45af-9935-e5869b798d93,purchase,East Ericland,debit,5251550186194497,0
676.47,2023-05-05 21:37:24,43f16b0d-5eac-4972-9e72-f452d42dfe68,b6e44e25-4295-466c-9165-82fb1b47c647,refund,Brucetown,debit,5844401128500723,1
708.76,2023-04-26 02:31:55,237a9133-0650-41ec-8bd7-43106b34c750,2dd4ece9-497c-491d-8f14-72e7ebde1d93,refund,Mcguireside,credit,4366632055287806,1
620.98,2023-06-24 15:21:12,b47a9c1f-df1f-4662-b4cf-0ce5c0a41846,4ab3a6ea-a59e-4d88-aca5-686affdba847,refund,Watkinsburgh,credit,4233266338163013,0
897.02,2022-10-10 18:54:56,9088cd3e-f766-40a2-8580-11f6bd009eda,d22c81f7-6379-430e-8663-1f74f853422f,transfer,Dennischester,credit,4368775153700256,1
477.49,2023-06-16 15:17:05,f1cdf728-a116-4d63-8e70-54d10cb282dc,007da1be-848c-4c86-8088-cf997cf9338a,transfer,Port Natasha,credit,4317094442928256,1
25.53,2023-01-04 18:53:54,5ac2e8c1-fd33-4054-8dc2-db614de1e39d,6dc96b2c-a47b-4a48-84c5-e0abaa2cd5f6,transfer,South Brianstad,debit,5464325864213959,1
720.16,2023-03-27 13:11:19,4cb250a7-9a9a-4fb3-b3a2-13fa6d28c239,05b28cda-7033-4a7e-b7a5-3c6ae62270df,refund,Port Jeffrey,debit,5412888462464545,1
377.49,2023-06-01 12:19:44,589745e8-f812-422a-b6b3-bec6d3bc62fc,16cffccf-99af-46e5-8f81-0f9f925637e5,transfer,Jeffreymouth,credit,4714049544590778,0
656.11,2023-02-08 16:38:45,777a27c8-def7-4e90-bf52-a1d2e9b0d819,24c10162-3912-402f-b3d5-a7db97837dae,transfer,Johntown,debit,5682468383394573,1
404.54,2023-08-13 10:00:01,47ed8a70-9319-443e-84ce-c748202265aa,3bc8864e-71d5-41f3-a1f6-1f5b73675b49,refund,Lake Jennifer,debit,5217778105015832,1
678.78,2023-01-15 05:56:09,d15fce98-ebfe-473a-8a38-4dd87deecf86,4a587882-ca8d-4ae2-bfa3-89de2d6d4cae,refund,Bensonmouth,debit,5603021806534936,1
872.34,2023-06-03 07:00:49,24125a23-43e3-4998-9219-db42244d5dd3,7f6cbaf2-caa3-479d-91ff-b6b8fc526cd4,transfer,Mitchellfort,debit,5509114296807396,1
250.81,2023-03-29 16:19:50,73d436c7-044f-4430-b5e2-1fa5dff70543,d08df9d1-24be-43cd-a1bc-b6b7313d34db,transfer,Port Jonathonhaven,debit,5421538134036708,0
219.11,2023-01-19 07:58:47,06c368ee-a0ef-43be-bda3-bec99af0c1a7,cf0c8cbf-f56e-41f6-b275-2b41ba5a4086,refund,Powellfurt,debit,5115892621008564,0
866.17,2022-10-28 01:33:25,9beddc26-98bb-48b0-b161-b6f4cb305217,493ac5fc-2169-4b71-9d14-8a2e43add890,transfer,Ballfort,credit,4001323571587672,1
638.49,2023-09-13 06:43:36,f47fd87e-466e-4e0d-86f5-dd3fc51d80f5,035b0ef1-9da2-4309-b69c-2c920a426ba1,refund,Deanfort,debit,5144384754171256,0
407.29,2022-10-19 05:02:34,12e020fa-af2d-4908-9d86-74b121bae467,e09e765d-46b7-49db-ac04-44f5054e46e7,refund,Bakermouth,credit,4030408321713770,1
29.57,2022-12-04 11:28:51,8cef542d-52bd-4284-9783-c0c5a6ba07fa,4be504e6-3da7-4391-b010-b663162c3416,transfer,Kimberlybury,debit,5145139966486075,1
887.72,2023-05-01 16:57:53,b1f088c8-9e1b-4023-b403-f958c634e104,4e971db8-c00b-4a72-b18b-37bea7133964,transfer,Lake Karenberg,debit,5963794883742878,0
965.08,2023-06-23 06:46:56,4cdfa54a-8e07-419f-9a06-04aad8a182fd,e48ca8c6-8058-48aa-8432-bcfce3b0afec,transfer,Alyssaland,credit,4375482374657180,0
470.92,2022-11-11 14:30:38,f56d3b31-eee1-4e9c-acd4-578d5a9de2d9,a8678eba-d389-4b86-9e14-03fde258344b,transfer,North Dannyfurt,credit,4616037580023216,0
178.26,2023-05-04 18:10:58,82d85433-fd6d-4dab-80a4-e0c79cf2267c,930d373b-e900-43c1-b28f-0a8f6f70ec23,refund,New Diane,debit,5737220245562607,0
306.47,2023-06-26 06:58:56,bd8aad97-163a-43b3-b892-6369c84fec0d,7a650d11-9e4a-4652-9d3e-1583477801ec,refund,Johnsonland,credit,4197253074248841,1
365.06,2023-09-20 20:54:40,18399d97-b391-4a24-8445-de6a0e7aab0c,417e57e1-a426-412c-9a0c-803c3e134931,transfer,Erichaven,debit,5559451751090658,0
424.01,2023-01-18 21:35:02,5494f943-bec3-414c-96e9-5918de38a5e0,f77ac7e8-9e0c-45cb-a693-3beabbdbbdb0,purchase,Port Christyville,credit,4381290500789634,1
725.49,2023-07-12 23:38:14,b3999d31-95bf-42c6-b90e-3b57b07f3d0f,a635122d-c4a8-492f-a1c8-c024d830e438,refund,New Xavierbury,credit,4700351758600781,0
171.13,2022-10-13 07:31:10,988496ee-a597-4f76-9194-5a77bce51717,58791df5-4783-4e9d-bce4-be3cf18533a3,transfer,Port Nancy,credit,4416780571855869,0
15.94,2023-07-20 19:17:51,a9a63739-b471-4d76-8516-ae85fcc41d9c,ad33e7a7-f852-4336-ae4f-a6c132854ebd,refund,North Melissaton,debit,5908166313899772,1
398.51,2023-08-01 05:36:09,e4e180dd-47d0-4b8a-a58e-5fdb0baf5857,43540b3a-df70-4e3f-9414-00b93358ed05,transfer,Lake Kendra,debit,5423794947490304,1
612.55,2023-05-29 23:43:37,642e336f-2ad2-49fd-b623-8b5b57f339b9,26cfdc30-3eb5-4996-8cf4-24cf0e29fe4b,refund,New Sharon,debit,5420325174669503,0
165.0,2022-10-18 14:08:43,32a0afda-5585-4603-9f8e-814a47d00ed3,92b3cd65-c0b7-4a3d-a0da-d81c5f03dd25,purchase,North Ruthstad,debit,5401805113768330,0
940.48,2023-04-07 19:01:51,f07468ac-3054-4663-8639-55c428304561,8484869f-78cf-4151-a1d3-b232680f14ed,purchase,East Bryanland,credit,4788645127263276,1
748.41,2022-09-30 04:51:21,e5936f35-d1bb-4cd2-8bca-aa4040ade6c0,982c6431-c363-4414-8177-310cea226f61,purchase,Douglaston,debit,5539040795748348,1
848.04,2023-07-24 08:07:44,e3cf165e-3e59-4c9d-894b-2359bd6abfa1,eaf8e2b9-4640-47da-8957-6348c80a82d2,purchase,East Kennethport,credit,4107360590333366,1
775.27,2023-01-30 21:16:29,697d22ff-08a8-4619-9f63-8150561613e9,9d10bba9-6c2d-49ef-90f4-a264d47e1f09,refund,South Robertfort,debit,5501825874513779,1
872.86,2022-10-19 06:26:04,c4da3fbb-e9db-4907-b003-5c8b00ae39af,84b378b2-d418-4f45-b93e-951801f253d2,refund,Port Jonathan,credit,4783596397695067,1
355.05,2022-10-30 15:10:19,35d95076-9cf6-48d4-8728-822dbc6b9074,74cc2ada-8ecd-4845-9ca0-06e64c8d481a,purchase,Stevenburgh,debit,5900734003540134,1
959.97,2023-09-23 03:52:51,c83113d1-274b-4b3d-928c-dcf38386e3dd,737a6d7e-c6b6-484e-a9ac-a74658d89fc9,refund,North Danielmouth,debit,5958059329420849,0
675.47,2023-01-07 15:33:00,64b7b1e6-06a8-4507-90af-9b0c4a1972af,03ae8baa-cb2f-49a0-96f6-0147622d00ea,transfer,Kristophershire,credit,4137911062691237,1
701.43,2023-07-05 18:54:49,2d2c8654-2c4e-4f9e-b532-d92ea3b29e95,ddb2049e-c0ac-4282-9457-596c6e2fab2b,refund,Amandafort,debit,5747963670970083,1
221.31,2023-06-13 13:04:55,4adcdcc9-1e9b-4f81-971f-2d1f97740e20,d065b6a9-4389-4659-abaa-fccc3a3fc948,transfer,Smithborough,debit,5429175045239904,0
641.78,2023-05-05 14:00:27,20407c4e-0692-4a15-a167-7c5c29323dc4,3f6e8f8b-e069-405c-b1d6-e98617bfc1c1,purchase,Perezfurt,debit,5823296341775932,1
629.56,2023-08-07 02:42:51,21d5cf9d-8769-4870-aa83-3326a5197baa,025ffbc4-0c31-4e51-bb0b-b1d9c1aefc40,refund,East Markport,debit,5323045128126332,1
441.63,2023-01-26 02:10:39,b15291a0-fc6a-4943-bc59-c29f0b18fb5a,d28d9bd2-f22a-4f99-8b4f-4e4a41e0bd7b,transfer,Russellfurt,credit,4348195430447379,1
